District,Category,Cohort Year,Cohort,# Total Cohort,# Grads,% Grads,# Total Regents,% Total Regents of Cohort,% Total Regents of Grads,# Advanced Regents,% Advanced Regents of Cohort,% Advanced Regents of Grads,# Regents without Advanced,% Regents without Advanced of Cohort,% Regents without Advanced of Grads,# Local,% Local of Cohort,% Local of Grads,# Still Enrolled,% Still Enrolled,# Dropout,% Dropout,# SACC (IEP Diploma),% SACC (IEP Diploma) of Cohort,# TASC (GED),% TASC (GED) of Cohort
26,All Students,2005,5 year June,4238,3533,83.4,2948,69.6,83.4,1535,36.2,43.4,1413,33.3,40,585,13.8,16.6,215,5.1,376,8.9,52,1.2,62,1.5
26,All Students,2004,5 year June,4260,3566,83.7,2975,69.8,83.4,1443,33.9,40.5,1532,36,43,591,13.9,16.6,186,4.4,348,8.2,62,1.5,98,2.3
26,All Students,2003,5 year June,4062,3363,82.8,2803,69,83.3,1396,34.4,41.5,1407,34.6,41.8,560,13.8,16.7,196,4.8,382,9.4,75,1.8,37,0.9
26,All Students,2002,5 year June,3672,2931,79.8,2474,67.4,84.4,1207,32.9,41.2,1267,34.5,43.2,482,13.1,16.4,174,4.7,418,11.4,42,1.1,95,2.6
26,All Students,2001,5 year June,3541,2783,78.6,2211,62.4,79.4,1189,33.6,42.7,1022,28.9,36.7,577,16.3,20.7,141,4,500,14.1,100,2.8,9,0.3
26,All Students,2013,6 year June,3321,3069,92.4,2894,87.1,94.3,1219,36.7,39.7,1675,50.4,54.6,175,5.3,5.7,38,1.1,178,5.4,22,0.7,14,0.4
26,All Students,2012,6 year June,3460,3144,90.9,2960,85.5,94.1,1190,34.4,37.8,1770,51.2,56.3,184,5.3,5.9,72,2.1,193,5.6,32,0.9,19,0.5
26,All Students,2011,6 year June,3369,3009,89.3,2826,83.9,93.9,1152,34.2,38.3,1674,49.7,55.6,183,5.4,6.1,61,1.8,255,7.6,36,1.1,8,0.2
26,All Students,2010,6 year June,3727,3257,87.4,3044,81.7,93.5,1315,35.3,40.4,1729,46.4,53.1,213,5.7,6.5,64,1.7,334,9,51,1.4,21,0.6
26,All Students,2009,6 year June,3997,3470,86.8,3275,81.9,94.4,1473,36.9,42.4,1802,45.1,51.9,195,4.9,5.6,70,1.8,378,9.5,64,1.6,15,0.4
26,All Students,2008,6 year June,4014,3480,86.7,3296,82.1,94.7,1469,36.6,42.2,1827,45.5,52.5,184,4.6,5.3,86,2.1,357,8.9,69,1.7,19,0.5
26,All Students,2007,6 year June,4156,3612,86.9,3060,73.6,84.7,1446,34.8,40,1614,38.8,44.7,552,13.3,15.3,66,1.6,404,9.7,43,1,29,0.7
26,All Students,2006,6 year June,4146,3607,87,3003,72.4,83.3,1447,34.9,40.1,1556,37.5,43.1,604,14.6,16.7,53,1.3,373,9,55,1.3,54,1.3
26,All Students,2005,6 year June,4231,3620,85.6,2976,70.3,82.2,1537,36.3,42.5,1439,34,39.8,644,15.2,17.8,110,2.6,386,9.1,58,1.4,56,1.3
26,All Students,2004,6 year June,4261,3641,85.4,3014,70.7,82.8,1444,33.9,39.7,1570,36.8,43.1,627,14.7,17.2,133,3.1,388,9.1,66,1.5,29,0.7
26,All Students,2003,6 year June,4073,3435,84.3,2828,69.4,82.3,1396,34.3,40.6,1432,35.2,41.7,607,14.9,17.7,63,1.5,414,10.2,78,1.9,74,1.8
26,All Students,2002,6 year June,3672,2986,81.3,2488,67.8,83.3,1208,32.9,40.5,1280,34.9,42.9,523,14.2,17.5,81,2.2,447,12.2,50,1.4,96,2.6
26,All Students,2001,6 year June,3541,2835,80.1,2230,63,78.7,1191,33.6,42,1039,29.3,36.6,615,17.4,21.7,50,1.4,534,15.1,105,3,9,0.3
27,All Students,2015,4 year August,2683,1981,73.8,1767,65.9,89.2,385,14.3,19.4,1382,51.5,69.8,214,8,10.8,342,12.7,314,11.7,12,0.4,33,1.2
27,All Students,2014,4 year August,2749,2007,73,1807,65.7,90,401,14.6,20,1406,51.1,70.1,200,7.3,10,414,15.1,281,10.2,13,0.5,34,1.2
27,All Students,2013,4 year August,2485,1749,70.4,1611,64.8,92.1,378,15.2,21.6,1233,49.6,70.5,138,5.6,7.9,418,16.8,276,11.1,16,0.6,23,0.9
27,All Students,2012,4 year August,2734,1810,66.2,1662,60.8,91.8,338,12.4,18.7,1324,48.4,73.1,148,5.4,8.2,515,18.8,372,13.6,23,0.8,9,0.3
27,All Students,2011,4 year August,2772,1675,60.4,1585,57.2,94.6,314,11.3,18.7,1271,45.9,75.9,90,3.2,5.4,664,24,385,13.9,31,1.1,12,0.4
27,All Students,2010,4 year August,2833,1681,59.3,1576,55.6,93.8,259,9.1,15.4,1317,46.5,78.3,105,3.7,6.2,679,24,425,15,34,1.2,11,0.4
27,All Students,2009,4 year August,3091,1767,57.2,1668,54,94.4,282,9.1,16,1386,44.8,78.4,99,3.2,5.6,777,25.1,490,15.9,29,0.9,26,0.8
27,All Students,2008,4 year August,3336,1912,57.3,1797,53.9,94,262,7.9,13.7,1535,46,80.3,115,3.4,6,871,26.1,487,14.6,44,1.3,20,0.6
27,All Students,2007,4 year August,3220,1979,61.5,1596,49.6,80.6,287,8.9,14.5,1309,40.7,66.1,383,11.9,19.4,643,20,498,15.5,30,0.9,63,2
27,All Students,2006,4 year August,3008,1771,58.9,1231,40.9,69.5,158,5.3,8.9,1073,35.7,60.6,540,18,30.5,581,19.3,536,17.8,35,1.2,82,2.7
27,All Students,2005,4 year August,3074,1525,49.6,881,28.7,57.8,95,3.1,6.2,786,25.6,51.5,644,20.9,42.2,745,24.2,603,19.6,50,1.6,151,4.9
27,All Students,2015,4 year June,2683,1894,70.6,1701,63.4,89.8,382,14.2,20.2,1319,49.2,69.6,193,7.2,10.2,426,15.9,317,11.8,12,0.4,33,1.2
27,All Students,2014,4 year June,2749,1937,70.5,1759,64,90.8,401,14.6,20.7,1358,49.4,70.1,178,6.5,9.2,484,17.6,281,10.2,13,0.5,34,1.2
27,All Students,2013,4 year June,2485,1689,68,1572,63.3,93.1,375,15.1,22.2,1197,48.2,70.9,117,4.7,6.9,476,19.2,276,11.1,18,0.7,23,0.9
27,All Students,2012,4 year June,2734,1725,63.1,1595,58.3,92.5,337,12.3,19.5,1258,46,72.9,130,4.8,7.5,598,21.9,372,13.6,24,0.9,9,0.3
27,All Students,2011,4 year June,2772,1605,57.9,1525,55,95,313,11.3,19.5,1212,43.7,75.5,80,2.9,5,734,26.5,385,13.9,31,1.1,12,0.4
27,All Students,2010,4 year June,2833,1573,55.5,1479,52.2,94,258,9.1,16.4,1221,43.1,77.6,94,3.3,6,787,27.8,425,15,34,1.2,11,0.4
27,All Students,2009,4 year June,3091,1583,51.2,1506,48.7,95.1,276,8.9,17.4,1230,39.8,77.7,77,2.5,4.9,956,30.9,491,15.9,33,1.1,26,0.8
27,All Students,2008,4 year June,3336,1740,52.2,1642,49.2,94.4,260,7.8,14.9,1382,41.4,79.4,98,2.9,5.6,1032,30.9,494,14.8,48,1.4,20,0.6
27,All Students,2007,4 year June,3220,1762,54.7,1472,45.7,83.5,287,8.9,16.3,1185,36.8,67.3,290,9,16.5,850,26.4,504,15.7,36,1.1,61,1.9
27,All Students,2006,4 year June,3008,1615,53.7,1175,39.1,72.8,158,5.3,9.8,1017,33.8,63,440,14.6,27.2,736,24.5,537,17.9,35,1.2,82,2.7
27,All Students,2005,4 year June,3074,1415,46,845,27.5,59.7,95,3.1,6.7,750,24.4,53,570,18.5,40.3,855,27.8,603,19.6,50,1.6,151,4.9
27,All Students,2004,4 year June,2942,1260,42.8,754,25.6,59.8,115,3.9,9.1,639,21.7,50.7,506,17.2,40.2,1028,34.9,576,19.6,61,2.1,17,0.6
27,All Students,2003,4 year June,2848,1199,42.1,538,18.9,44.9,119,4.2,9.9,419,14.7,34.9,661,23.2,55.1,1001,35.1,573,20.1,42,1.5,29,1
27,All Students,2002,4 year June,2780,1205,43.3,519,18.7,43.1,105,3.8,8.7,414,14.9,34.4,686,24.7,56.9,981,35.3,483,17.4,45,1.6,61,2.2
27,All Students,2001,4 year June,2751,1098,39.9,438,15.9,39.9,86,3.1,7.8,352,12.8,32.1,661,24,60.2,1098,39.9,449,16.3,81,2.9,24,0.9
27,All Students,2014,5 year August,2749,2119,77.1,1887,68.6,89.1,401,14.6,18.9,1486,54.1,70.1,232,8.4,10.9,134,4.9,410,14.9,43,1.6,43,1.6
27,All Students,2013,5 year August,2479,1865,75.2,1700,68.6,91.2,378,15.2,20.3,1322,53.3,70.9,165,6.7,8.8,195,7.9,350,14.1,47,1.9,20,0.8
27,All Students,2012,5 year August,2744,1974,71.9,1787,65.1,90.5,338,12.3,17.1,1449,52.8,73.4,187,6.8,9.5,206,7.5,484,17.6,60,2.2,15,0.5
27,All Students,2011,5 year August,2747,1876,68.3,1754,63.9,93.5,314,11.4,16.7,1440,52.4,76.8,122,4.4,6.5,241,8.8,555,20.2,52,1.9,16,0.6
27,All Students,2010,5 year August,2831,1906,67.3,1768,62.5,92.8,260,9.2,13.6,1508,53.3,79.1,138,4.9,7.2,279,9.9,573,20.2,53,1.9,14,0.5
27,All Students,2009,5 year August,3034,1989,65.6,1853,61.1,93.2,283,9.3,14.2,1570,51.7,78.9,136,4.5,6.8,302,10,677,22.3,41,1.4,24,0.8
27,All Students,2008,5 year August,3265,2121,65,1976,60.5,93.2,264,8.1,12.4,1712,52.4,80.7,145,4.4,6.8,333,10.2,692,21.2,86,2.6,29,0.9
27,All Students,2007,5 year August,3204,2151,67.1,1676,52.3,77.9,287,9,13.3,1389,43.4,64.6,475,14.8,22.1,173,5.4,728,22.7,88,2.7,60,1.9
27,All Students,2006,5 year August,3081,1928,62.6,1303,42.3,67.6,158,5.1,8.2,1145,37.2,59.4,625,20.3,32.4,213,6.9,779,25.3,85,2.8,71,2.3
27,All Students,2014,5 year June,2749,2106,76.6,1878,68.3,89.2,401,14.6,19,1477,53.7,70.1,228,8.3,10.8,142,5.2,415,15.1,43,1.6,43,1.6
27,All Students,2013,5 year June,2479,1852,74.7,1693,68.3,91.4,378,15.2,20.4,1315,53,71,159,6.4,8.6,205,8.3,353,14.2,47,1.9,20,0.8
27,All Students,2012,5 year June,2744,1957,71.3,1778,64.8,90.9,338,12.3,17.3,1440,52.5,73.6,179,6.5,9.1,223,8.1,484,17.6,60,2.2,15,0.5
27,All Students,2011,5 year June,2747,1854,67.5,1736,63.2,93.6,314,11.4,16.9,1422,51.8,76.7,118,4.3,6.4,263,9.6,555,20.2,52,1.9,16,0.6
27,All Students,2010,5 year June,2831,1889,66.7,1751,61.9,92.7,260,9.2,13.8,1491,52.7,78.9,138,4.9,7.3,296,10.5,573,20.2,53,1.9,14,0.5
27,All Students,2009,5 year June,3034,1951,64.3,1823,60.1,93.4,283,9.3,14.5,1540,50.8,78.9,128,4.2,6.6,338,11.1,678,22.3,42,1.4,24,0.8
27,All Students,2008,5 year June,3265,2060,63.1,1924,58.9,93.4,264,8.1,12.8,1660,50.8,80.6,136,4.2,6.6,389,11.9,695,21.3,87,2.7,29,0.9
27,All Students,2007,5 year June,3204,2116,66,1663,51.9,78.6,287,9,13.6,1376,42.9,65,453,14.1,21.4,194,6.1,742,23.2,88,2.7,60,1.9
27,All Students,2006,5 year June,3081,1896,61.5,1290,41.9,68,158,5.1,8.3,1132,36.7,59.7,606,19.7,32,235,7.6,790,25.6,85,2.8,70,2.3
27,All Students,2005,5 year June,3102,1730,55.8,948,30.6,54.8,98,3.2,5.7,850,27.4,49.1,782,25.2,45.2,265,8.5,911,29.4,84,2.7,106,3.4
27,All Students,2004,5 year June,3003,1603,53.4,863,28.7,53.8,117,3.9,7.3,746,24.8,46.5,740,24.6,46.2,359,12,789,26.3,100,3.3,152,5.1
27,All Students,2003,5 year June,2848,1509,53,621,21.8,41.2,120,4.2,8,501,17.6,33.2,888,31.2,58.8,365,12.8,834,29.3,97,3.4,38,1.3
27,All Students,2002,5 year June,2780,1503,54.1,593,21.3,39.5,107,3.8,7.1,486,17.5,32.3,912,32.8,60.7,369,13.3,748,26.9,91,3.3,62,2.2
27,All Students,2001,5 year June,2751,1410,51.3,498,18.1,35.3,88,3.2,6.2,410,14.9,29.1,916,33.3,65,391,14.2,801,29.1,123,4.5,24,0.9
27,All Students,2013,6 year June,2479,1899,76.6,1729,69.7,91,378,15.2,19.9,1351,54.5,71.1,170,6.9,9,126,5.1,379,15.3,53,2.1,21,0.8
27,All Students,2012,6 year June,2730,2031,74.4,1828,67,90,338,12.4,16.6,1490,54.6,73.4,203,7.4,10,112,4.1,510,18.7,61,2.2,14,0.5
27,All Students,2011,6 year June,2741,1938,70.7,1801,65.7,92.9,314,11.5,16.2,1487,54.3,76.7,137,5,7.1,156,5.7,573,20.9,56,2,14,0.5
27,All Students,2010,6 year June,2821,1981,70.2,1833,65,92.5,260,9.2,13.1,1573,55.8,79.4,148,5.2,7.5,132,4.7,625,22.2,57,2,14,0.5
27,All Students,2009,6 year June,3033,2068,68.2,1917,63.2,92.7,283,9.3,13.7,1634,53.9,79,151,5,7.3,160,5.3,731,24.1,45,1.5,25,0.8
27,All Students,2008,6 year June,3263,2205,67.6,2046,62.7,92.8,264,8.1,12,1782,54.6,80.8,159,4.9,7.2,160,4.9,756,23.2,107,3.3,30,0.9
27,All Students,2007,6 year June,3181,2195,69,1700,53.4,77.4,287,9,13.1,1413,44.4,64.4,495,15.6,22.6,86,2.7,749,23.5,90,2.8,56,1.8
27,All Students,2006,6 year June,3036,1968,64.8,1314,43.3,66.8,157,5.2,8,1157,38.1,58.8,654,21.5,33.2,80,2.6,830,27.3,83,2.7,68,2.2
27,All Students,2005,6 year June,3096,1827,59,984,31.8,53.9,99,3.2,5.4,885,28.6,48.4,843,27.2,46.1,139,4.5,939,30.3,87,2.8,97,3.1
27,All Students,2004,6 year June,3001,1745,58.1,908,30.3,52,117,3.9,6.7,791,26.4,45.3,837,27.9,48,224,7.5,859,28.6,105,3.5,65,2.2
27,All Students,2003,6 year June,2854,1608,56.3,647,22.7,40.2,120,4.2,7.5,527,18.5,32.8,961,33.7,59.8,149,5.2,913,32,105,3.7,74,2.6
27,All Students,2002,6 year June,2780,1588,57.1,603,21.7,38,107,3.8,6.7,496,17.8,31.2,987,35.5,62.2,194,7,834,30,94,3.4,63,2.3
27,All Students,2001,6 year June,2751,1501,54.6,517,18.8,34.4,88,3.2,5.9,429,15.6,28.6,989,36,65.9,141,5.1,946,34.4,137,5,24,0.9
28,All Students,2015,4 year August,3794,3195,84.2,3034,80,95,1176,31,36.8,1858,49,58.2,161,4.2,5,398,10.5,159,4.2,11,0.3,31,0.8
28,All Students,2014,4 year August,3910,3250,83.1,3086,78.9,95,1219,31.2,37.5,1867,47.7,57.4,164,4.2,5,445,11.4,173,4.4,18,0.5,24,0.6
28,All Students,2013,4 year August,3691,3026,82,2902,78.6,95.9,1019,27.6,33.7,1883,51,62.2,124,3.4,4.1,451,12.2,176,4.8,18,0.5,19,0.5
28,All Students,2012,4 year August,3762,3093,82.2,2983,79.3,96.4,1015,27,32.8,1968,52.3,63.6,110,2.9,3.6,456,12.1,182,4.8,16,0.4,14,0.4
28,All Students,2011,4 year August,3595,2935,81.6,2851,79.3,97.1,1087,30.2,37,1764,49.1,60.1,84,2.3,2.9,423,11.8,212,5.9,13,0.4,12,0.3
28,All Students,2010,4 year August,3582,2848,79.5,2753,76.9,96.7,1001,27.9,35.1,1752,48.9,61.5,95,2.7,3.3,429,12,280,7.8,11,0.3,14,0.4
28,All Students,2009,4 year August,3430,2629,76.6,2544,74.2,96.8,942,27.5,35.8,1602,46.7,60.9,85,2.5,3.2,460,13.4,294,8.6,21,0.6,26,0.8
28,All Students,2008,4 year August,3362,2463,73.3,2357,70.1,95.7,784,23.3,31.8,1573,46.8,63.9,106,3.2,4.3,540,16.1,305,9.1,26,0.8,27,0.8
28,All Students,2007,4 year August,3508,2649,75.5,2306,65.7,87.1,810,23.1,30.6,1496,42.6,56.5,343,9.8,12.9,461,13.1,336,9.6,17,0.5,43,1.2
28,All Students,2006,4 year August,3371,2609,77.4,2066,61.3,79.2,635,18.8,24.3,1431,42.5,54.8,543,16.1,20.8,425,12.6,261,7.7,19,0.6,55,1.6
28,All Students,2005,4 year August,3285,2477,75.4,1866,56.8,75.3,728,22.2,29.4,1138,34.6,45.9,611,18.6,24.7,413,12.6,301,9.2,20,0.6,74,2.3
28,All Students,2015,4 year June,3794,3072,81,2932,77.3,95.4,1171,30.9,38.1,1761,46.4,57.3,140,3.7,4.6,519,13.7,161,4.2,11,0.3,31,0.8
28,All Students,2014,4 year June,3910,3130,80.1,2990,76.5,95.5,1214,31,38.8,1776,45.4,56.7,140,3.6,4.5,565,14.5,173,4.4,18,0.5,24,0.6
28,All Students,2013,4 year June,3691,2905,78.7,2799,75.8,96.4,1014,27.5,34.9,1785,48.4,61.4,106,2.9,3.6,572,15.5,176,4.8,18,0.5,19,0.5
28,All Students,2012,4 year June,3762,2970,78.9,2873,76.4,96.7,1010,26.8,34,1863,49.5,62.7,97,2.6,3.3,579,15.4,182,4.8,16,0.4,14,0.4
28,All Students,2011,4 year June,3595,2808,78.1,2737,76.1,97.5,1085,30.2,38.6,1652,46,58.8,71,2,2.5,550,15.3,212,5.9,13,0.4,12,0.3
28,All Students,2010,4 year June,3582,2714,75.8,2624,73.3,96.7,993,27.7,36.6,1631,45.5,60.1,90,2.5,3.3,562,15.7,281,7.8,11,0.3,14,0.4
28,All Students,2009,4 year June,3430,2505,73,2431,70.9,97,935,27.3,37.3,1496,43.6,59.7,74,2.2,3,584,17,294,8.6,21,0.6,26,0.8
28,All Students,2008,4 year June,3362,2361,70.2,2266,67.4,96,781,23.2,33.1,1485,44.2,62.9,95,2.8,4,639,19,307,9.1,27,0.8,27,0.8
28,All Students,2007,4 year June,3508,2487,70.9,2198,62.7,88.4,798,22.7,32.1,1400,39.9,56.3,289,8.2,11.6,623,17.8,340,9.7,17,0.5,39,1.1
28,All Students,2006,4 year June,3371,2495,74,2010,59.6,80.6,629,18.7,25.2,1381,41,55.4,485,14.4,19.4,537,15.9,263,7.8,19,0.6,55,1.6
28,All Students,2005,4 year June,3285,2347,71.4,1828,55.6,77.9,725,22.1,30.9,1103,33.6,47,519,15.8,22.1,543,16.5,301,9.2,20,0.6,74,2.3
28,All Students,2004,4 year June,3139,1992,63.5,1498,47.7,75.2,739,23.5,37.1,759,24.2,38.1,494,15.7,24.8,757,24.1,341,10.9,38,1.2,10,0.3
28,All Students,2003,4 year June,3217,2078,64.6,1596,49.6,76.8,648,20.1,31.2,948,29.5,45.6,482,15,23.2,715,22.2,377,11.7,27,0.8,15,0.5
28,All Students,2002,4 year June,3238,2067,63.8,1570,48.5,76,569,17.6,27.5,1001,30.9,48.4,497,15.3,24,694,21.4,403,12.4,34,1.1,34,1.1
28,All Students,2001,4 year June,2924,1840,62.9,1314,44.9,71.4,503,17.2,27.3,811,27.7,44.1,527,18,28.6,594,20.3,437,14.9,44,1.5,8,0.3
28,All Students,2014,5 year August,3895,3379,86.8,3187,81.8,94.3,1223,31.4,36.2,1964,50.4,58.1,192,4.9,5.7,159,4.1,287,7.4,38,1,32,0.8
28,All Students,2013,5 year August,3678,3163,86,3014,81.9,95.3,1020,27.7,32.2,1994,54.2,63,149,4.1,4.7,181,4.9,251,6.8,49,1.3,32,0.9
28,All Students,2012,5 year August,3727,3233,86.7,3099,83.1,95.9,1015,27.2,31.4,2084,55.9,64.5,134,3.6,4.1,178,4.8,245,6.6,46,1.2,23,0.6
28,All Students,2011,5 year August,3567,3041,85.3,2934,82.3,96.5,1090,30.6,35.8,1844,51.7,60.6,107,3,3.5,169,4.7,313,8.8,28,0.8,15,0.4
28,All Students,2010,5 year August,3557,2989,84,2864,80.5,95.8,1004,28.2,33.6,1860,52.3,62.2,125,3.5,4.2,153,4.3,374,10.5,26,0.7,15,0.4
28,All Students,2009,5 year August,3399,2781,81.8,2677,78.8,96.3,944,27.8,33.9,1733,51,62.3,104,3.1,3.7,176,5.2,391,11.5,21,0.6,30,0.9
28,All Students,2008,5 year August,3354,2611,77.8,2488,74.2,95.3,788,23.5,30.2,1700,50.7,65.1,123,3.7,4.7,204,6.1,461,13.7,50,1.5,27,0.8
28,All Students,2007,5 year August,3490,2756,79,2352,67.4,85.3,811,23.2,29.4,1541,44.2,55.9,404,11.6,14.7,137,3.9,482,13.8,60,1.7,53,1.5
28,All Students,2006,5 year August,3495,2753,78.8,2121,60.7,77,638,18.3,23.2,1483,42.4,53.9,632,18.1,23,167,4.8,460,13.2,52,1.5,59,1.7
28,All Students,2014,5 year June,3895,3361,86.3,3171,81.4,94.3,1222,31.4,36.4,1949,50,58,190,4.9,5.7,177,4.5,287,7.4,38,1,32,0.8
28,All Students,2013,5 year June,3678,3139,85.3,2994,81.4,95.4,1020,27.7,32.5,1974,53.7,62.9,145,3.9,4.6,205,5.6,251,6.8,49,1.3,32,0.9
28,All Students,2012,5 year June,3727,3216,86.3,3086,82.8,96,1015,27.2,31.6,2071,55.6,64.4,130,3.5,4,194,5.2,246,6.6,46,1.2,23,0.6
28,All Students,2011,5 year June,3567,3024,84.8,2920,81.9,96.6,1090,30.6,36,1830,51.3,60.5,104,2.9,3.4,186,5.2,313,8.8,28,0.8,15,0.4
28,All Students,2010,5 year June,3557,2971,83.5,2849,80.1,95.9,1004,28.2,33.8,1845,51.9,62.1,122,3.4,4.1,170,4.8,375,10.5,26,0.7,15,0.4
28,All Students,2009,5 year June,3399,2754,81,2651,78,96.3,944,27.8,34.3,1707,50.2,62,103,3,3.7,199,5.9,395,11.6,21,0.6,30,0.9
28,All Students,2008,5 year June,3354,2579,76.9,2462,73.4,95.5,788,23.5,30.6,1674,49.9,64.9,117,3.5,4.5,230,6.9,467,13.9,50,1.5,27,0.8
28,All Students,2007,5 year June,3490,2730,78.2,2345,67.2,85.9,811,23.2,29.7,1534,44,56.2,385,11,14.1,157,4.5,488,14,60,1.7,53,1.5
28,All Students,2006,5 year June,3495,2724,77.9,2110,60.4,77.5,638,18.3,23.4,1472,42.1,54,614,17.6,22.5,192,5.5,465,13.3,52,1.5,58,1.7
28,All Students,2005,5 year June,3277,2574,78.5,1898,57.9,73.7,730,22.3,28.4,1168,35.6,45.4,676,20.6,26.3,152,4.6,451,13.8,45,1.4,55,1.7
28,All Students,2004,5 year June,3142,2285,72.7,1608,51.2,70.4,748,23.8,32.7,860,27.4,37.6,677,21.5,29.6,203,6.5,502,16,59,1.9,92,2.9
28,All Students,2003,5 year June,3217,2392,74.4,1713,53.2,71.6,659,20.5,27.6,1054,32.8,44.1,679,21.1,28.4,198,6.2,536,16.7,68,2.1,18,0.6
28,All Students,2002,5 year June,3238,2348,72.5,1675,51.7,71.3,579,17.9,24.7,1096,33.8,46.7,674,20.8,28.7,239,7.4,557,17.2,52,1.6,35,1.1
28,All Students,2001,5 year June,2924,2079,71.1,1363,46.6,65.6,503,17.2,24.2,860,29.4,41.4,719,24.6,34.6,168,5.7,591,20.2,74,2.5,8,0.3
28,All Students,2013,6 year June,3681,3201,87,3041,82.6,95,1020,27.7,31.9,2021,54.9,63.1,160,4.3,5,90,2.4,299,8.1,53,1.4,36,1
28,All Students,2012,6 year June,3727,3267,87.7,3124,83.8,95.6,1015,27.2,31.1,2109,56.6,64.6,143,3.8,4.4,117,3.1,267,7.2,51,1.4,25,0.7
28,All Students,2011,6 year June,3556,3082,86.7,2960,83.2,96,1090,30.7,35.4,1870,52.6,60.7,122,3.4,4,98,2.8,326,9.2,30,0.8,17,0.5
28,All Students,2010,6 year June,3549,3015,85,2882,81.2,95.6,1004,28.3,33.3,1878,52.9,62.3,133,3.7,4.4,95,2.7,396,11.2,30,0.8,12,0.3
28,All Students,2009,6 year June,3399,2823,83.1,2710,79.7,96,946,27.8,33.5,1764,51.9,62.5,113,3.3,4,95,2.8,422,12.4,26,0.8,33,1
28,All Students,2008,6 year June,3346,2656,79.4,2519,75.3,94.8,788,23.6,29.7,1731,51.7,65.2,137,4.1,5.2,102,3,484,14.5,77,2.3,27,0.8
28,All Students,2007,6 year June,3482,2790,80.1,2368,68,84.9,811,23.3,29.1,1557,44.7,55.8,422,12.1,15.1,68,2,513,14.7,60,1.7,50,1.4
28,All Students,2006,6 year June,3446,2784,80.8,2129,61.8,76.5,638,18.5,22.9,1491,43.3,53.6,655,19,23.5,72,2.1,489,14.2,44,1.3,52,1.5
28,All Students,2005,6 year June,3291,2631,79.9,1920,58.3,73,731,22.2,27.8,1189,36.1,45.2,711,21.6,27,84,2.6,480,14.6,46,1.4,50,1.5
28,All Students,2004,6 year June,3152,2367,75.1,1625,51.6,68.7,748,23.7,31.6,877,27.8,37.1,742,23.5,31.3,146,4.6,540,17.1,65,2.1,30,1
28,All Students,2003,6 year June,3233,2454,75.9,1732,53.6,70.6,659,20.4,26.9,1073,33.2,43.7,722,22.3,29.4,78,2.4,579,17.9,69,2.1,48,1.5
28,All Students,2002,6 year June,3238,2421,74.8,1691,52.2,69.8,580,17.9,24,1111,34.3,45.9,731,22.6,30.2,95,2.9,618,19.1,61,1.9,36,1.1
28,All Students,2001,6 year June,2924,2141,73.2,1372,46.9,64.1,503,17.2,23.5,869,29.7,40.6,772,26.4,36.1,47,1.6,649,22.2,75,2.6,8,0.3
29,All Students,2015,4 year August,1148,895,78,776,67.6,86.7,39,3.4,4.4,737,64.2,82.3,119,10.4,13.3,182,15.9,61,5.3,6,0.5,3,0.3
29,All Students,2014,4 year August,1261,933,74,852,67.6,91.3,57,4.5,6.1,795,63,85.2,81,6.4,8.7,231,18.3,79,6.3,7,0.6,11,0.9
29,All Students,2013,4 year August,1084,785,72.4,695,64.1,88.5,82,7.6,10.4,613,56.5,78.1,90,8.3,11.5,240,22.1,48,4.4,4,0.4,7,0.6
29,All Students,2012,4 year August,1087,762,70.1,700,64.4,91.9,90,8.3,11.8,610,56.1,80.1,62,5.7,8.1,233,21.4,74,6.8,11,1,6,0.6
29,All Students,2011,4 year August,1051,696,66.2,654,62.2,94,60,5.7,8.6,594,56.5,85.3,42,4,6,278,26.5,67,6.4,5,0.5,4,0.4
29,All Students,2010,4 year August,931,625,67.1,580,62.3,92.8,85,9.1,13.6,495,53.2,79.2,45,4.8,7.2,222,23.8,68,7.3,7,0.8,7,0.8
29,All Students,2009,4 year August,825,524,63.5,484,58.7,92.4,45,5.5,8.6,439,53.2,83.8,40,4.8,7.6,219,26.5,68,8.2,6,0.7,8,1
29,All Students,2008,4 year August,990,586,59.2,556,56.2,94.9,37,3.7,6.3,519,52.4,88.6,30,3,5.1,305,30.8,75,7.6,12,1.2,12,1.2
29,All Students,2007,4 year August,1021,637,62.4,522,51.1,81.9,86,8.4,13.5,436,42.7,68.4,115,11.3,18.1,247,24.2,112,11,6,0.6,19,1.9
29,All Students,2006,4 year August,916,607,66.3,466,50.9,76.8,83,9.1,13.7,383,41.8,63.1,141,15.4,23.2,193,21.1,90,9.8,9,1,17,1.9
29,All Students,2005,4 year August,846,563,66.5,455,53.8,80.8,73,8.6,13,382,45.2,67.9,108,12.8,19.2,185,21.9,62,7.3,13,1.5,23,2.7
29,All Students,2015,4 year June,1148,856,74.6,753,65.6,88,39,3.4,4.6,714,62.2,83.4,103,9,12,220,19.2,62,5.4,6,0.5,3,0.3
29,All Students,2014,4 year June,1261,898,71.2,826,65.5,92,57,4.5,6.3,769,61,85.6,72,5.7,8,266,21.1,79,6.3,7,0.6,11,0.9
29,All Students,2013,4 year June,1084,748,69,672,62,89.8,82,7.6,11,590,54.4,78.9,76,7,10.2,277,25.6,48,4.4,4,0.4,7,0.6
29,All Students,2012,4 year June,1087,741,68.2,687,63.2,92.7,89,8.2,12,598,55,80.7,54,5,7.3,254,23.4,74,6.8,11,1,6,0.6
