District,Category,Cohort Year,Cohort,# Total Cohort,# Grads,% Grads,# Total Regents,% Total Regents of Cohort,% Total Regents of Grads,# Advanced Regents,% Advanced Regents of Cohort,% Advanced Regents of Grads,# Regents without Advanced,% Regents without Advanced of Cohort,% Regents without Advanced of Grads,# Local,% Local of Cohort,% Local of Grads,# Still Enrolled,% Still Enrolled,# Dropout,% Dropout,# SACC (IEP Diploma),% SACC (IEP Diploma) of Cohort,# TASC (GED),% TASC (GED) of Cohort
14,All Students,2010,5 year June,1687,1232,73,1111,65.9,90.2,80,4.7,6.5,1031,61.1,83.7,121,7.2,9.8,139,8.2,289,17.1,13,0.8,10,0.6
14,All Students,2009,5 year June,1620,1111,68.6,1022,63.1,92,78,4.8,7,944,58.3,85,89,5.5,8,191,11.8,284,17.5,19,1.2,13,0.8
14,All Students,2008,5 year June,1742,1287,73.9,1206,69.2,93.7,98,5.6,7.6,1108,63.6,86.1,81,4.6,6.3,165,9.5,239,13.7,39,2.2,12,0.7
14,All Students,2007,5 year June,1650,1209,73.3,935,56.7,77.3,77,4.7,6.4,858,52,71,274,16.6,22.7,73,4.4,308,18.7,33,2,22,1.3
14,All Students,2006,5 year June,1527,1105,72.4,763,50,69,56,3.7,5.1,707,46.3,64,342,22.4,31,101,6.6,251,16.4,46,3,21,1.4
14,All Students,2005,5 year June,1313,951,72.4,599,45.6,63,114,8.7,12,485,36.9,51,352,26.8,37,94,7.2,202,15.4,39,3,26,2
14,All Students,2004,5 year June,1175,819,69.7,451,38.4,55.1,147,12.5,17.9,304,25.9,37.1,368,31.3,44.9,92,7.8,178,15.1,39,3.3,46,3.9
14,All Students,2003,5 year June,976,610,62.5,265,27.2,43.4,70,7.2,11.5,195,20,32,345,35.3,56.6,104,10.7,204,20.9,38,3.9,18,1.8
14,All Students,2002,5 year June,985,609,61.8,201,20.4,33,24,2.4,3.9,177,18,29.1,411,41.7,67.5,112,11.4,197,20,48,4.9,18,1.8
14,All Students,2001,5 year June,838,461,55,166,19.8,36,10,1.2,2.2,156,18.6,33.8,296,35.3,64.2,88,10.5,233,27.8,46,5.5,9,1.1
14,All Students,2013,6 year June,1585,1347,85,1189,75,88.3,168,10.6,12.5,1021,64.4,75.8,158,10,11.7,52,3.3,169,10.7,9,0.6,7,0.4
14,All Students,2012,6 year June,1753,1410,80.4,1262,72,89.5,128,7.3,9.1,1134,64.7,80.4,148,8.4,10.5,81,4.6,228,13,25,1.4,8,0.5
14,All Students,2011,6 year June,1833,1440,78.6,1318,71.9,91.5,140,7.6,9.7,1178,64.3,81.8,122,6.7,8.5,74,4,281,15.3,22,1.2,15,0.8
14,All Students,2010,6 year June,1678,1278,76.2,1145,68.2,89.6,80,4.8,6.3,1065,63.5,83.3,133,7.9,10.4,71,4.2,302,18,15,0.9,8,0.5
14,All Students,2009,6 year June,1603,1170,73,1065,66.4,91,78,4.9,6.7,987,61.6,84.4,105,6.6,9,96,6,300,18.7,16,1,15,0.9
14,All Students,2008,6 year June,1738,1330,76.5,1239,71.3,93.2,98,5.6,7.4,1141,65.7,85.8,91,5.2,6.8,90,5.2,260,15,46,2.6,12,0.7
14,All Students,2007,6 year June,1633,1246,76.3,948,58.1,76.1,77,4.7,6.2,871,53.3,69.9,298,18.2,23.9,35,2.1,296,18.1,34,2.1,20,1.2
14,All Students,2006,6 year June,1498,1139,76,772,51.5,67.8,56,3.7,4.9,716,47.8,62.9,367,24.5,32.2,41,2.7,255,17,41,2.7,20,1.3
14,All Students,2005,6 year June,1307,979,74.9,605,46.3,61.8,114,8.7,11.6,491,37.6,50.2,374,28.6,38.2,55,4.2,207,15.8,39,3,25,1.9
14,All Students,2004,6 year June,1187,842,70.9,453,38.2,53.8,147,12.4,17.5,306,25.8,36.3,389,32.8,46.2,73,6.1,202,17,39,3.3,27,2.3
14,All Students,2003,6 year June,977,631,64.6,267,27.3,42.3,70,7.2,11.1,197,20.2,31.2,364,37.3,57.7,53,5.4,218,22.3,44,4.5,29,3
14,All Students,2002,6 year June,985,630,64,205,20.8,32.5,25,2.5,4,180,18.3,28.6,428,43.5,67.9,62,6.3,224,22.7,49,5,19,1.9
